Id,n_Artifacts,RMSSD,meanNN,sdNN,cvNN,CVSD,medianNN,madNN,mcvNN,pNN50,pNN20,Triang,Shannon_h,ULF,VLF,LF,HF,VHF,Total_Power,LFn,HFn,LF/HF,LF/P,HF/P,DFA_1,Shannon,Sample_Entropy,Correlation_Dimension,Entropy_Multiscale,Entropy_SVD,Entropy_Spectral_VLF,Entropy_Spectral_LF,Entropy_Spectral_HF,Fisher_Info,Lyapunov,FD_Petrosian,FD_Higushi
69,0.000000,36.732484,1137.638889,42.203546,0.037097,0.032288,1146.666667,35.000000,0.030523,16.666667,62.500000,1713228.213361,5.451445,0.000000,0.000000,71859019745.549698,208421424910.653351,831948310.217635,506050493340.493042,0.256383,0.743617,0.344778,0.142000,0.411859,0.678091,4.251629,inf,0.287325,1.945910,0.117362,0.007932,0.007932,0.007932,0.952753,inf,1.030917,2.981148
70,0.000000,25.473298,686.504065,15.775354,0.022979,0.037106,690.000000,6.666667,0.009662,2.439024,34.146341,778821.431792,5.354406,0.000000,0.000000,2453391122.524150,17411305246.725479,10295636483.788637,39300555188.358719,0.123505,0.876495,0.140908,0.062426,0.443029,0.368007,3.567696,1.098612,0.935462,3.091042,0.131299,0.003442,0.003442,0.003442,0.945692,inf,1.069558,2.377068
71,0.000000,26.548652,1146.388889,36.208156,0.031585,0.023159,1153.333333,18.333333,0.015896,4.166667,50.000000,582491.383102,5.492261,0.000000,0.000000,48301807468.533707,71170650638.666107,1825346638.037576,255458755043.241028,0.404292,0.595708,0.678676,0.189079,0.278599,1.332224,3.918296,0.606136,0.654482,1.609438,0.089629,0.006014,0.006014,0.006014,0.966074,inf,1.060860,2.218290
72,0.037037,48.607270,1033.589744,33.198702,0.032120,0.047028,1030.000000,25.000000,0.024272,11.538462,50.000000,1306424.453959,5.395222,0.000000,0.000000,72592038623.448486,162458936789.996552,16159133596.687359,361318779387.289856,0.308835,0.691165,0.446833,0.200909,0.449628,0.675633,3.815072,inf,0.343589,2.397895,0.157726,0.006244,0.006244,0.006244,0.931674,inf,1.068068,2.948676
73,0.111111,87.505102,1150.000000,63.069626,0.054843,0.076091,1133.333333,28.333333,0.025000,37.500000,62.500000,364195.576994,4.695944,0.000000,0.000000,0.000000,192700131441.671783,0.000000,776480083460.428955,0.000000,1.000000,0.000000,0.000000,0.248171,nan,2.750000,inf,0.126981,inf,0.224915,0.014596,0.014596,0.014596,0.892559,inf,1.096104,nan
74,0.267606,90.134250,833.333333,70.141469,0.084170,0.108161,825.000000,28.333333,0.034343,32.692308,44.230769,4788190.554191,5.533077,0.000000,177964741577.262939,714732923542.285400,525768821151.248291,39459744481.541557,1881722708980.917725,0.576164,0.423836,1.359405,0.379829,0.279408,0.844948,4.950064,0.901902,1.059303,1.734601,0.291427,0.033899,0.033899,0.033899,0.849194,inf,1.048375,2.246324
75,0.000000,55.742847,1028.518519,57.396010,0.055805,0.054197,1040.000000,30.000000,0.028846,29.629630,51.851852,2263673.919996,5.492261,0.000000,0.000000,238688655964.073639,300885703689.958984,15097962041.661459,911157055178.518311,0.442365,0.557635,0.793287,0.261962,0.330224,1.187757,4.504706,1.504077,0.710744,inf,0.175494,0.016207,0.016207,0.016207,0.921804,inf,1.026523,2.696804
76,1.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
77,0.882353,153.333333,1100.000000,108.423040,0.098566,0.139394,1100.000000,76.666667,0.069697,50.000000,50.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
78,0.000000,13.898287,707.000000,15.373785,0.021745,0.019658,706.666667,11.666667,0.016509,0.000000,12.500000,973178.360406,5.573894,0.000000,0.000000,15693846783.496017,22126174448.658115,712015209.236982,63970981352.698219,0.414961,0.585039,0.709289,0.245328,0.345878,1.198097,4.006198,inf,0.550529,inf,0.078971,0.003126,0.003126,0.003126,0.970917,inf,1.041921,2.157023
79,0.263158,112.102980,844.047619,68.627684,0.081308,0.132816,805.000000,21.666667,0.026915,64.285714,64.285714,2881329.478796,5.272773,0.000000,0.000000,27379879472.681351,708049034594.447266,237477479779.164856,1176506425194.345459,0.037230,0.962770,0.038669,0.023272,0.601823,0.086397,4.182006,0.171850,0.696120,1.049822,0.336824,0.030958,0.030958,0.030958,0.817008,inf,1.057882,3.007931
80,0.285714,37.628088,930.000000,31.997024,0.034405,0.040460,930.000000,20.000000,0.021505,13.333333,60.000000,741305.400163,5.124914,0.000000,0.000000,0.000000,62348899914.004700,0.000000,110914843610.325134,0.000000,1.000000,0.000000,0.000000,0.562133,nan,3.640224,inf,0.434100,inf,0.137542,0.006772,0.006772,0.006772,0.942454,inf,1.067463,2.733864
81,0.000000,5.662463,779.722222,11.335434,0.014538,0.007262,780.000000,10.000000,0.012821,0.000000,0.000000,491372.058050,5.436039,0.000000,0.000000,9267285799.900955,3883097350.022453,283115398.457653,30951040186.406498,0.704716,0.295284,2.386571,0.299418,0.125459,1.486894,3.420099,1.945910,0.811212,1.897120,0.034500,0.001514,0.001514,0.001514,0.989179,inf,1.018340,2.366187
82,1.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
83,0.000000,50.917508,816.491228,58.038660,0.071083,0.062361,800.000000,33.333333,0.041667,26.315789,47.368421,732558.238986,5.272773,0.000000,0.000000,206687013095.250336,251803885061.136017,44880644638.661041,922292461772.767944,0.450799,0.549201,0.820825,0.224101,0.273020,1.238072,3.892407,1.386294,0.448781,inf,0.194798,0.024238,0.024238,0.024238,0.910690,inf,1.014206,2.414049
84,0.000000,51.141101,779.687500,54.970565,0.070503,0.065592,781.666667,40.000000,0.051173,28.125000,56.250000,2941494.613781,5.328996,0.000000,0.000000,240838871319.576599,352835971174.952820,31672772675.569572,863994334944.729248,0.405675,0.594325,0.682580,0.278751,0.408378,0.955739,4.562500,1.609438,0.690042,2.302585,0.202653,0.024479,0.024479,0.024479,0.906053,inf,1.045419,2.837130
85,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
86,0.000000,15.994791,957.235772,19.620036,0.020497,0.016709,956.666667,13.333333,0.013937,0.000000,17.073171,1192032.654355,5.533077,0.000000,0.000000,40515298595.041565,4822625253.049885,3093714785.545411,93896267883.531555,0.893629,0.106371,8.401088,0.431490,0.051361,1.505287,3.892726,1.845827,0.822273,1.945910,0.069147,0.002806,0.002806,0.002806,0.975236,inf,1.076606,2.050032
87,0.257143,23.645530,690.000000,17.048949,0.024709,0.034269,688.333333,8.333333,0.012107,7.692308,15.384615,650246.637266,5.369812,0.000000,0.000000,10629307328.130135,10898750351.971260,6351669770.005081,38955071269.243568,0.493742,0.506258,0.975278,0.272861,0.279777,1.029033,3.406152,1.704748,0.343166,1.504077,0.123143,0.004003,0.004003,0.004003,0.949853,inf,1.054851,2.725763
88,0.000000,25.421183,885.104167,33.515463,0.037866,0.028721,886.666667,25.000000,0.028195,6.250000,31.250000,1044176.252392,5.517671,0.000000,0.000000,87950745332.099762,61514071774.224289,4975799671.663403,307005006573.828796,0.588438,0.411562,1.429766,0.286480,0.200368,1.483170,4.226410,1.609438,0.238744,1.386294,0.107115,0.008443,0.008443,0.008443,0.957791,inf,1.048803,2.548224
89,0.000000,13.881585,775.740741,20.167727,0.025998,0.017895,773.333333,10.000000,0.012931,0.000000,11.111111,807764.724913,5.296146,0.000000,0.000000,32749080327.254135,31153035008.225365,542388084.823982,108417622886.305740,0.512488,0.487512,1.051232,0.302064,0.287343,0.853593,4.020367,1.060872,0.902782,2.140066,0.072945,0.004275,0.004275,0.004275,0.973583,inf,1.027324,2.382259
90,0.000000,61.235948,812.500000,73.925638,0.090985,0.075367,801.666667,58.333333,0.072765,41.666667,72.222222,3914272.606692,5.410628,0.000000,0.000000,395399352101.340576,482711159922.479431,26915396094.394760,1476226407568.975342,0.450284,0.549716,0.819122,0.267845,0.326990,0.980604,4.760067,1.791759,0.637936,2.484907,0.224994,0.037719,0.037719,0.037719,0.892510,inf,1.039123,2.331270
91,0.000000,28.907303,942.666667,44.716219,0.047436,0.030665,955.000000,31.666667,0.033159,6.666667,56.666667,2021915.622829,5.476855,0.000000,0.000000,134323451611.739716,82054581808.474518,6485476505.487963,475901105409.557007,0.620781,0.379219,1.637001,0.282251,0.172419,1.286650,4.348394,1.791759,0.650323,2.302585,0.112661,0.012268,0.012268,0.012268,0.955081,inf,1.052986,2.766496
92,0.000000,24.509526,869.062500,25.076719,0.028855,0.028202,865.000000,13.333333,0.015414,3.125000,43.750000,980333.781573,5.492261,0.000000,0.000000,49699170268.499161,35139366411.828362,11352569049.124393,179160559713.457703,0.585809,0.414191,1.414345,0.277400,0.196133,1.090441,4.327820,inf,0.404736,1.504077,0.105695,0.005127,0.005127,0.005127,0.958479,inf,1.058870,2.565460
93,0.080000,13.257359,1120.289855,17.317972,0.015458,0.011834,1116.666667,13.333333,0.011940,0.000000,13.043478,461200.913401,5.533077,0.000000,0.000000,12688807183.361782,19259039010.828903,204872218.428649,66308125227.757309,0.397173,0.602827,0.658849,0.191361,0.290448,0.984740,3.377278,1.386294,0.494163,inf,0.051113,0.001661,0.001661,0.001661,0.982764,inf,1.043346,2.490363
94,0.980000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
95,0.123457,80.998726,712.394366,66.294636,0.093059,0.113699,700.000000,43.333333,0.061905,43.661972,71.830986,10075946.942258,5.573894,0.000000,78609215044.993088,493857503201.038086,602431895324.848267,57768428510.150429,1496346636240.867676,0.450481,0.549519,0.819773,0.330042,0.402602,0.959306,5.402993,3.178054,1.045092,2.456736,0.301599,0.039608,0.039608,0.039608,0.842165,inf,1.053618,2.130117
96,0.257143,137.612984,896.410256,94.835170,0.105794,0.153516,871.666667,15.000000,0.017208,38.461538,42.307692,1214358.455161,5.313590,0.000000,0.000000,916753248316.258301,785047929243.300903,56153473380.580887,3074638450550.417480,0.538696,0.461304,1.167767,0.298166,0.255330,1.059663,3.921030,0.292136,0.681460,0.693147,0.370183,0.048117,0.048117,0.048117,0.792014,inf,1.054851,2.595517
97,0.000000,19.109446,1055.094340,24.794918,0.023500,0.018112,1053.333333,16.666667,0.015823,0.000000,32.075472,1973237.337162,5.533077,0.000000,29536389684.443794,43777362574.515900,35804427548.591896,961588446.683457,162339113633.633423,0.550093,0.449907,1.222680,0.269666,0.220553,1.099933,4.531994,1.386294,0.893975,1.686399,0.073881,0.003600,0.003600,0.003600,0.973173,inf,1.043765,1.910386
98,0.076923,52.039224,896.944444,33.588669,0.037448,0.058018,888.333333,10.000000,0.011257,16.666667,16.666667,277244.039902,4.250208,0.000000,0.000000,0.000000,103242446709.587646,0.000000,271652551169.739075,0.000000,1.000000,0.000000,0.000000,0.380053,nan,2.855389,inf,1.147386,inf,0.184966,0.008584,0.008584,0.008584,0.916401,inf,1.053041,nan
99,0.000000,27.427861,804.000000,42.701273,0.053111,0.034114,806.666667,30.000000,0.037190,5.714286,40.000000,2241779.007264,5.573894,0.000000,0.000000,136662026236.306381,116787078776.095306,3428669544.662089,489173413419.370911,0.539209,0.460791,1.170181,0.279373,0.238744,1.371767,4.557854,1.098612,0.439142,inf,0.122430,0.014989,0.014989,0.014989,0.950212,inf,1.031392,2.237828
100,0.096774,19.813949,840.119048,15.220793,0.018117,0.023585,840.000000,10.000000,0.011905,0.000000,25.000000,528155.561706,5.410628,0.000000,0.000000,18262076606.834915,21715000418.154827,3456557880.409204,71180139332.637466,0.456814,0.543186,0.840989,0.256561,0.305071,0.566948,3.878783,inf,0.698700,1.609438,0.091386,0.002364,0.002364,0.002364,0.965260,inf,1.061872,2.713473
101,1.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
103,0.000000,47.605355,986.783626,38.842197,0.039362,0.048243,986.666667,23.333333,0.023649,29.824561,70.175439,3912266.663045,5.492261,0.000000,18355937261.511414,47771944677.119743,200609927633.528564,11839670625.667057,321052146444.637756,0.192333,0.807667,0.238134,0.148798,0.624852,0.465529,4.827904,2.995732,0.798187,2.397895,0.160549,0.008976,0.008976,0.008976,0.930129,inf,1.052749,2.200681
104,0.600000,54.262735,1158.333333,59.916609,0.051727,0.046846,1185.000000,8.333333,0.007032,16.666667,33.333333,47933.543083,4.750128,0.000000,0.000000,0.000000,44735671343.787003,0.000000,185524796127.785492,0.000000,1.000000,0.000000,0.000000,0.241130,nan,2.251629,inf,0.700486,inf,0.137776,0.014056,0.014056,0.014056,0.942331,inf,1.037366,nan
105,0.205128,35.139932,665.698925,25.736464,0.038661,0.052787,656.666667,3.333333,0.005076,12.903226,25.806452,694677.038914,5.395222,0.000000,0.000000,47991905255.097244,128147322799.129089,11273892185.490868,245767215407.500336,0.272466,0.727534,0.374506,0.195274,0.521417,0.731382,3.279482,1.119232,1.506263,2.110213,0.172266,0.008583,0.008583,0.008583,0.923623,inf,1.050815,2.713270
106,0.028571,14.564382,799.705882,27.356822,0.034209,0.018212,796.666667,25.000000,0.031381,0.000000,14.705882,1134347.827234,5.451445,0.000000,0.000000,57838399013.692558,40945718071.347252,485187740.490343,185856380615.228668,0.585503,0.414497,1.412563,0.311199,0.220308,1.383507,4.314973,inf,1.007182,2.564949,0.073968,0.006939,0.006939,0.006939,0.973134,inf,1.022957,2.407785
107,0.000000,15.390139,702.891566,33.716381,0.047968,0.021895,703.333333,26.666667,0.037915,1.204819,18.072289,4473713.009770,5.573894,0.000000,43974643169.670944,110993073582.659790,53625440093.766457,922346367.651350,300833151814.499817,0.674244,0.325756,2.069784,0.368952,0.178256,1.420333,4.917284,1.066661,1.243930,2.149822,0.086011,0.012743,0.012743,0.012743,0.967736,nan,1.024369,1.858768
108,0.035714,91.221530,979.135802,91.032034,0.092972,0.093165,960.000000,66.666667,0.069444,51.851852,70.370370,2364213.395134,5.573894,0.000000,0.000000,713404587199.929932,750630840221.368408,12644132948.798695,2667599815060.817871,0.487286,0.512714,0.950407,0.267433,0.281388,1.121447,4.310443,1.386294,0.517801,inf,0.261748,0.038769,0.038769,0.038769,0.869103,inf,1.043750,2.722032
109,0.000000,20.403908,843.232323,22.783474,0.027019,0.024197,840.000000,20.000000,0.023810,0.000000,27.272727,1145919.104802,5.410628,0.000000,0.000000,34417729953.733116,52544208578.453598,2531011399.434589,132495835642.370407,0.395779,0.604221,0.655024,0.259765,0.396573,0.799884,3.983196,1.386294,0.675245,inf,0.093342,0.004567,0.004567,0.004567,0.964349,inf,1.033828,2.536596
110,0.321429,172.710245,1073.333333,121.924015,0.113594,0.160910,1048.333333,18.333333,0.017488,60.526316,68.421053,3073509.693726,5.533077,0.000000,227479904788.627625,1820862609862.741943,2038616337158.378662,41859838161.879868,4949141979123.738281,0.471790,0.528210,0.893186,0.367915,0.411913,0.641435,4.523986,0.877718,0.945910,1.347074,0.381318,0.055841,0.055841,0.055841,0.783415,inf,1.063380,2.457550
111,0.500000,63.523107,1120.000000,87.220453,0.077875,0.056717,1163.333333,43.333333,0.037249,28.571429,57.142857,371142.796582,5.053286,0.000000,0.000000,0.000000,299121685920.813721,0.000000,745721662383.780029,0.000000,1.000000,0.000000,0.000000,0.401117,nan,2.521641,inf,0.373966,inf,0.159907,0.026008,0.026008,0.026008,0.930481,inf,1.058885,nan
112,0.230769,47.088045,764.333333,61.263446,0.080153,0.061607,791.666667,5.000000,0.006316,10.000000,10.000000,105639.892272,4.359935,0.000000,0.000000,0.000000,0.000000,0.000000,1164259509683.541504,nan,nan,nan,0.000000,0.000000,nan,2.721928,0.356675,0.248730,0.693147,0.185440,0.028479,0.028479,0.028479,0.916128,inf,1.085990,nan
113,0.166667,121.710418,885.866667,75.799932,0.085566,0.137391,870.000000,36.666667,0.042146,44.000000,88.000000,3156355.892470,5.573894,0.000000,0.000000,204851466770.736542,697914342401.727905,39130996275.413185,1234079618642.686035,0.226915,0.773085,0.293519,0.165995,0.565534,0.128991,4.323856,1.791759,0.481545,1.386294,0.343400,0.033612,0.033612,0.033612,0.812172,inf,1.076207,2.777369
114,0.000000,9.947451,708.209877,28.430009,0.040143,0.014046,713.333333,25.000000,0.035047,0.000000,5.555556,1609459.437273,5.573894,0.000000,0.000000,83616998652.253220,14227862304.472332,518484684.802561,190198037578.954681,0.854588,0.145412,5.876990,0.439631,0.074806,1.671792,4.462768,0.885038,1.098692,1.413693,0.059470,0.009288,0.009288,0.009288,0.979342,inf,1.018241,1.751104
115,0.093750,74.236858,790.804598,50.353159,0.063673,0.093875,796.666667,10.000000,0.012552,41.379310,48.275862,979450.466974,5.476855,0.000000,0.000000,149832889222.557861,267305517062.086578,91902765558.683655,686158889320.175049,0.359192,0.640808,0.560530,0.218365,0.389568,0.733051,4.021268,0.641854,0.832200,0.980829,0.263925,0.020396,0.020396,0.020396,0.867673,inf,1.066733,2.888696
116,0.000000,15.097885,839.313725,13.945044,0.016615,0.017988,841.666667,11.666667,0.013861,0.000000,11.764706,580002.674678,5.573894,0.000000,0.000000,8512414838.479987,31744385323.512775,454382148.682832,55254285489.197784,0.211453,0.788547,0.268155,0.154059,0.574514,0.500783,3.606153,inf,0.687515,1.386294,0.073481,0.001931,0.001931,0.001931,0.973349,inf,1.045191,2.578201
117,0.000000,66.894848,783.333333,53.612365,0.068441,0.085398,793.333333,40.000000,0.050420,58.333333,83.333333,3021335.168023,5.573894,0.000000,0.000000,119772271548.043243,237644695222.828522,43715395771.459618,639961309183.008667,0.335105,0.664895,0.503997,0.187155,0.371342,0.777809,4.725481,0.587787,0.736601,2.484907,0.246551,0.023304,0.023304,0.023304,0.878950,inf,1.047846,2.471715
118,0.057143,62.224392,830.303030,59.921034,0.072168,0.074942,830.000000,26.666667,0.032129,9.090909,30.303030,2747825.771908,5.296146,0.000000,0.000000,291408125634.055542,304303215570.722168,25951617339.811752,1055843045396.165283,0.489177,0.510823,0.957624,0.275996,0.288209,1.065811,4.597276,1.321756,0.733318,2.564949,0.223877,0.025374,0.025374,0.025374,0.893199,inf,1.040409,2.271914
119,0.000000,9.144711,714.700855,11.438060,0.016004,0.012795,713.333333,6.666667,0.009346,0.000000,2.564103,582313.479549,5.533077,0.000000,0.000000,5231220576.238892,6618049752.810393,2010123104.163493,24897702398.535023,0.441480,0.558520,0.790447,0.210109,0.265810,1.041951,3.493753,1.945910,0.647092,2.367124,0.055561,0.001798,0.001798,0.001798,0.980958,inf,1.032720,2.241079
120,0.261905,31.780497,641.827957,22.007384,0.034289,0.049516,640.000000,10.000000,0.015625,16.129032,45.161290,893718.224091,5.614710,0.000000,0.000000,21976873897.703285,84878063860.796021,15570947224.009338,158936434440.802551,0.205670,0.794330,0.258923,0.138275,0.534038,0.400571,4.039212,2.302585,0.820962,inf,0.164133,0.006949,0.006949,0.006949,0.928155,inf,1.050815,2.839497
121,0.000000,45.542003,872.258065,26.810544,0.030737,0.052212,873.333333,6.666667,0.007634,19.354839,19.354839,511855.439695,4.956247,0.000000,0.000000,3767501270.092535,69543246997.068161,23325431347.301758,121979306366.703171,0.051391,0.948609,0.054175,0.030886,0.570123,0.595154,3.207778,1.098612,1.401479,1.349927,0.170959,0.005729,0.005729,0.005729,0.924356,inf,1.061292,2.696417
122,0.214286,116.335130,1058.484848,109.504547,0.103454,0.109907,1080.000000,6.666667,0.006173,22.727273,22.727273,817754.953323,5.022474,0.000000,0.000000,159562756115.420593,517793296485.699890,8234108995.848145,1221932406612.187744,0.235567,0.764433,0.308159,0.130582,0.423750,0.646171,3.697846,0.467597,0.657462,0.916291,0.290570,0.050153,0.050153,0.050153,0.849782,inf,1.062681,2.933785
